period,term,sex,age_range_start,age_range_end
14-01,曇,男性,35,39
14-01,痛,男性,50,54
14-01,良,女性,40,44
14-01,忙,女性,45,49
14-01,静,男性,65,69
14-01,疲,男性,40,44
14-01,忍,女性,55,59
14-01,高,女性,30,34
14-01,忍,女性,40,44
14-01,休,男性,45,49
14-01,捨,女性,50,54
14-01,寒,男性,35,39
14-01,忍,男性,60,64
14-01,忙,女性,45,49
14-01,活,男性,65,69
14-01,静,男性,50,54
14-01,普,男性,35,39
14-01,待,男性,50,54
14-01,遅,女性,35,39
14-01,押,男性,30,34
14-01,減,男性,40,44
14-01,貧,女性,50,54
14-01,並,女性,50,54
14-01,楽,男性,50,54
14-01,忙,女性,30,34
14-01,苦,女性,50,54
14-01,忙,男性,50,54
14-01,待,女性,35,39
14-01,厳,男性,60,64
14-01,普,男性,50,54
14-01,実,女性,55,59
14-01,困,男性,30,34
14-01,良,男性,35,39
14-01,保,男性,40,44
14-01,質,男性,45,49
14-01,並,男性,45,49
14-01,出,女性,50,54
14-01,静,女性,50,54
14-01,忍,女性,45,49
14-01,寒,男性,40,44
14-01,忙,女性,40,44
14-01,忍,男性,50,54
14-01,不,女性,25,29
14-01,貧,女性,50,54
14-01,病,男性,35,39
14-01,楽,男性,50,54
14-01,苦,女性,40,44
14-01,不,女性,25,29
14-01,忙,女性,35,39
14-01,楽,女性,55,59
14-01,忍,男性,45,49
14-01,忙,男性,50,54
14-01,忙,女性,45,49
14-01,忙,女性,45,49
14-01,続,男性,60,64
14-01,普,男性,35,39
14-01,苦,男性,45,49
14-01,忙,女性,35,39
14-01,寂,男性,35,39
14-01,苦,男性,45,49
14-01,耐,女性,50,54
14-01,新,女性,45,49
14-01,楽,女性,45,49
14-01,無,男性,40,44
14-01,惑,女性,40,44
14-01,常,男性,55,59
14-01,常,女性,30,34
14-01,耐,男性,45,49
14-01,疲,女性,55,59
14-01,鮮,男性,25,29
14-01,普,女性,55,59
14-01,同,女性,50,54
14-01,慎,女性,50,54
14-01,忍,女性,50,54
14-01,忙,男性,55,59
14-01,苦,女性,40,44
14-01,並,男性,45,49
14-01,穏,男性,45,49
14-01,楽,女性,65,69
14-01,同,女性,35,39
14-01,忙,男性,50,54
14-01,貧,男性,30,34
14-01,疲,男性,35,39
14-01,定,男性,45,49
14-01,忙,女性,55,59
14-01,楽,女性,20,24
14-01,同,男性,45,49
14-01,有,女性,30,34
14-01,節,女性,25,29
14-01,恒,男性,60,64
14-01,忙,女性,50,54
14-01,寒,男性,40,44
14-01,不,男性,25,29
14-01,同,男性,55,59
14-01,貧,男性,40,44
14-01,忙,女性,50,54
14-01,忍,男性,40,44
14-01,賢,女性,50,54
14-01,並,男性,50,54
14-01,耐,男性,40,44
14-01,変,女性,50,54
14-01,忙,男性,50,54
14-01,乾,女性,45,49
14-01,緩,男性,20,24
14-01,寒,男性,40,44
14-01,耐,女性,60,64
14-01,忍,男性,50,54
14-01,普,男性,45,49
14-01,楽,女性,35,39
14-01,飲,男性,45,49
14-01,活,女性,25,29
14-01,常,女性,45,49
14-01,忍,女性,60,64
14-01,勢,女性,50,54
14-01,忙,男性,45,49
14-01,同,女性,60,64
14-01,忙,男性,35,39
14-01,忙,男性,45,49
14-01,耐,女性,25,29
14-01,退,男性,25,29
14-01,並,男性,50,54
14-01,淋,男性,65,69
14-01,忙,女性,30,34
14-01,耐,女性,50,54
14-01,耐,女性,30,34
14-01,並,女性,40,44
14-01,忍,男性,50,54
14-01,備,女性,35,39
14-01,忙,女性,35,39
14-01,変,男性,35,39
14-01,優,男性,55,59
14-01,緩,女性,60,64
14-01,寒,男性,50,54
14-01,欧,男性,35,39
14-01,常,男性,65,69
14-01,平,女性,45,49
14-01,笑,男性,45,49
14-01,足,男性,60,64
14-01,贅,男性,40,44
14-01,楽,女性,55,59
14-01,頑,男性,40,44
14-01,下,男性,50,54
14-01,貧,男性,55,59
14-01,静,男性,50,54
14-01,忍,男性,55,59
14-01,表,男性,55,59
14-01,固,女性,50,54
14-01,忙,男性,50,54
14-01,耐,男性,50,54
14-01,忙,男性,45,49
14-01,増,女性,30,34
14-01,働,男性,45,49
14-01,忙,男性,40,44
14-01,平,男性,50,54
14-01,寒,男性,50,54
14-01,忙,男性,45,49
14-01,平,女性,40,44
14-01,貧,男性,45,49
14-01,忍,女性,45,49
14-01,平,男性,45,49
14-01,苦,女性,30,34
14-01,楽,女性,55,59
14-01,忙,女性,45,49
14-01,忙,女性,55,59
14-01,普,男性,35,39
14-01,堪,女性,60,64
14-01,抑,男性,45,49
14-01,楽,男性,35,39
14-01,忙,男性,55,59
14-01,不,男性,50,54
14-01,質,男性,50,54
14-01,流,女性,55,59
14-01,素,女性,40,44
14-01,悔,男性,65,69
14-01,並,女性,30,34
14-01,余,女性,55,59
14-01,沖,男性,40,44
14-01,乱,女性,30,34
14-01,寂,男性,35,39
14-01,忙,女性,45,49
14-01,無,男性,55,59
14-01,懸,女性,45,49
14-01,移,女性,45,49
14-01,平,女性,85,89
14-01,並,男性,50,54
14-01,暗,女性,45,49
14-01,足,男性,50,54
14-01,忙,女性,40,44
14-01,平,男性,50,54
14-01,忙,女性,70,74
14-01,患,男性,50,54
14-01,悩,女性,50,54
14-01,出,女性,35,39
14-01,忙,女性,50,54
14-01,現,女性,40,44
14-01,凡,女性,55,59
14-01,忙,男性,50,54
14-01,継,女性,50,54
14-01,省,女性,55,59
14-01,忙,女性,45,49
14-01,穏,男性,55,59
14-01,寂,女性,50,54
14-01,厳,女性,40,44
14-01,控,女性,55,59
14-01,忙,男性,55,59
14-01,変,女性,50,54
14-01,忙,女性,65,69
14-01,忍,女性,60,64
14-01,曇,男性,80,84
14-01,鈍,女性,60,64
14-01,値,男性,70,74
14-01,忙,男性,50,54
14-01,夢,女性,30,34
14-01,素,男性,60,64
14-01,急,男性,55,59
14-01,普,女性,50,54
14-01,素,女性,25,29
14-01,下,女性,25,29
14-01,並,男性,55,59
14-01,平,女性,45,49
14-01,慌,男性,50,54
14-01,適,男性,45,49
14-01,寒,女性,60,64
14-01,忙,女性,50,54
14-01,耐,男性,40,44
14-01,増,女性,50,54
14-01,忙,男性,55,59
14-01,節,女性,50,54
14-01,平,男性,50,54
14-01,早,女性,55,59
14-01,忙,女性,50,54
14-01,劇,男性,30,34
14-01,寒,女性,45,49
14-01,平,女性,40,44
14-01,忙,女性,50,54
14-01,忙,女性,40,44
14-01,待,男性,45,49
14-01,満,男性,70,74
14-01,楽,男性,30,34
14-01,並,男性,40,44
14-01,貯,男性,45,49
14-01,節,男性,40,44
14-01,楽,女性,40,44
14-01,疲,女性,40,44
14-01,望,男性,70,74
14-01,変,男性,40,44
14-01,並,男性,65,69
14-01,守,男性,50,54
14-01,忙,男性,35,39
14-01,控,男性,50,54
14-01,寒,男性,40,44
14-01,疲,男性,45,49
14-01,静,男性,50,54
14-01,忙,女性,50,54
14-01,耐,女性,50,54
14-01,酷,男性,45,49
14-01,普,男性,55,59
14-01,暖,男性,65,69
14-01,並,男性,45,49
14-01,厳,男性,35,39
14-01,忍,男性,45,49
14-01,忙,女性,55,59
14-01,忍,女性,65,69
14-01,整,女性,40,44
14-01,静,女性,50,54
14-01,普,男性,60,64
14-01,暖,女性,35,39
14-01,忙,女性,30,34
14-01,忍,男性,45,49
14-01,寒,女性,40,44
14-01,楽,女性,40,44
14-01,節,女性,55,59
14-01,静,女性,40,44
14-01,耐,男性,45,49
14-01,穏,男性,60,64
14-01,忍,男性,50,54
14-01,並,女性,50,54
14-01,然,女性,65,69
14-01,寒,男性,60,64
14-01,沈,女性,55,59
14-01,寒,男性,40,44
14-01,滞,女性,45,49
14-01,達,女性,40,44
14-01,粛,男性,60,64
14-01,出,女性,60,64
14-01,暇,男性,65,69
14-01,厳,女性,30,34
14-01,忙,男性,50,54
14-01,忙,男性,40,44
14-01,歩,女性,40,44
14-01,増,女性,50,54
14-01,忍,女性,50,54
14-01,忍,男性,40,44
14-01,楽,男性,75,79
14-01,苦,女性,55,59
14-01,悲,女性,45,49
14-01,疲,女性,55,59
14-01,諦,男性,50,54
14-01,暮,男性,40,44
14-01,忙,女性,45,49
14-01,慌,女性,25,29
14-01,楽,女性,50,54
14-01,常,女性,60,64
14-01,晴,女性,70,74
14-01,諦,女性,45,49
14-01,厳,女性,40,44
14-01,耐,男性,35,39
14-01,厳,女性,50,54
14-01,寒,女性,45,49
14-01,忙,女性,55,59
14-01,減,男性,60,64
14-01,改,女性,25,29
14-01,上,男性,50,54
14-01,穏,女性,50,54
14-01,歩,女性,55,59
14-01,饗,女性,45,49
14-01,辛,男性,50,54
14-01,風,女性,30,34
14-01,幸,女性,35,39
14-01,待,男性,50,54
14-01,寒,女性,50,54
14-01,不,女性,50,54
14-01,明,男性,50,54
14-01,穏,女性,50,54
14-01,落,男性,50,54
14-01,並,女性,35,39
14-01,厳,男性,45,49
14-01,勤,男性,50,54
14-01,寒,女性,45,49
14-01,低,女性,45,49
14-01,悲,女性,40,44
14-01,忍,男性,45,49
14-01,長,女性,50,54
14-01,静,女性,35,39
14-01,転,男性,45,49
14-01,忙,女性,45,49
14-01,惑,男性,50,54
14-01,並,男性,40,44
14-01,耐,男性,75,79
14-01,動,男性,40,44
14-01,並,女性,45,49
14-01,穏,女性,50,54
14-01,楽,女性,30,34
14-01,忙,女性,50,54
14-01,昇,男性,40,44
14-01,普,女性,50,54
14-01,躍,女性,50,54
14-01,谷,男性,45,49
14-01,素,女性,50,54
14-01,隠,男性,60,64
14-01,明,女性,40,44
14-01,耐,男性,45,49
14-01,耐,女性,60,64
14-01,!,男性,50,54
14-01,忙,女性,35,39
14-01,忙,女性,40,44
14-01,苦,女性,35,39
14-01,忍,男性,50,54
14-01,忍,女性,50,54
14-01,悠,女性,60,64
14-01,寒,女性,45,49
14-01,忙,女性,35,39
14-01,控,男性,50,54
14-01,豊,女性,70,74
14-01,忙,男性,65,69
14-01,愉,男性,60,64
14-01,常,女性,70,74
14-01,寒,男性,35,39
14-01,常,女性,40,44
14-01,耐,男性,50,54
14-01,貯,女性,45,49
14-01,子,女性,35,39
14-01,並,女性,45,49
14-01,潔,男性,50,54
14-01,凡,女性,45,49
14-01,怒,女性,50,54
14-01,底,女性,40,44
14-01,楽,男性,50,54
14-01,忙,女性,50,54
14-01,差,男性,45,49
14-01,停,男性,45,49
14-01,楽,女性,45,49
14-01,同,男性,80,84
14-01,検,女性,45,49
14-01,忙,男性,40,44
14-01,買,女性,30,34
14-01,忘,男性,35,39
14-01,耐,男性,50,54
14-01,鍋,女性,50,54
14-01,厳,女性,45,49
14-01,旅,女性,50,54
14-01,喜,女性,55,59
14-01,忙,女性,35,39
14-01,暮,女性,55,59
14-01,上,女性,60,64
14-01,良,男性,40,44
14-01,忙,女性,40,44
14-01,賢,女性,55,59
14-01,無,男性,40,44
14-01,停,女性,55,59
14-01,疲,女性,45,49
14-01,緩,女性,20,24
14-01,和,男性,35,39
14-01,平,男性,50,54
14-01,静,男性,45,49
14-01,節,男性,60,64
14-01,喪,男性,30,34
14-01,疲,女性,55,59
14-01,忍,男性,55,59
14-01,挑,女性,25,29
14-01,普,女性,45,49
14-01,得,男性,55,59
14-01,忍,男性,55,59
14-01,同,男性,50,54
14-01,上,男性,45,49
14-01,気,男性,60,64
14-01,偽,女性,65,69
14-01,並,男性,65,69
14-01,普,男性,50,54
14-01,近,女性,45,49
14-01,実,女性,65,69
14-01,慌,女性,45,49
14-01,控,男性,50,54
14-01,忙,男性,45,49
14-01,楽,男性,40,44
14-01,並,男性,35,39
14-01,節,男性,45,49
14-01,省,女性,50,54
14-01,寒,男性,50,54
14-01,急,男性,30,34
14-01,寒,男性,45,49
14-01,忙,女性,50,54
14-01,矛,男性,55,59
14-01,忙,女性,40,44
14-01,忙,女性,25,29
14-01,平,男性,60,64
14-01,無,女性,30,34
14-01,費,男性,45,49
14-01,苦,女性,45,49
14-01,苦,男性,45,49
14-01,静,女性,55,59
14-01,並,女性,50,54
14-01,学,男性,40,44
14-01,病,男性,50,54
14-01,普,女性,55,59
14-01,忙,女性,25,29
14-01,節,女性,45,49
14-01,病,女性,45,49
14-01,質,男性,60,64
14-01,普,女性,40,44
14-01,寒,男性,40,44
14-01,厳,男性,45,49
14-01,寒,男性,40,44
14-01,寒,男性,55,59
14-01,良,男性,40,44
14-01,溜,女性,30,34
14-01,寒,男性,45,49
14-01,忍,女性,50,54
14-01,普,男性,40,44
14-01,中,女性,50,54
14-01,同,女性,55,59
14-01,忙,女性,45,49
14-01,同,女性,35,39
14-01,難,女性,40,44
14-01,悲,女性,45,49
14-01,並,男性,50,54
14-01,寒,男性,45,49
14-01,忙,女性,40,44
14-01,苦,男性,60,64
14-01,忍,女性,50,54
14-01,忙,女性,60,64
14-01,寒,男性,50,54
14-01,疑,女性,65,69
14-01,苦,男性,50,54
14-01,苦,男性,45,49
14-01,不,男性,50,54
14-01,忍,女性,50,54
14-01,楽,女性,70,74
14-01,上,男性,40,44
14-01,苦,女性,35,39
14-01,衡,男性,45,49
14-01,散,女性,50,54
14-01,楽,男性,40,44
14-01,貧,男性,50,54
14-01,安,男性,40,44
14-01,楽,女性,30,34
14-01,並,女性,40,44
14-01,耐,男性,55,59
14-01,忙,女性,40,44
14-01,勝,男性,50,54
14-01,楽,女性,40,44
14-01,並,女性,35,39
14-01,同,男性,55,59
14-01,穏,男性,45,49
14-01,忙,男性,55,59
14-01,幸,女性,30,34
14-01,不,女性,50,54
14-01,冷,男性,55,59
14-01,平,女性,50,54
14-01,失,男性,45,49
14-01,耐,男性,60,64
14-01,忙,女性,55,59
14-01,凡,男性,40,44
14-01,慌,女性,50,54
14-01,寒,男性,55,59
14-01,忙,女性,50,54
14-01,寒,女性,40,44
14-01,再,男性,50,54
14-01,穏,男性,45,49
14-01,忍,女性,70,74
14-01,忙,女性,40,44
14-01,普,女性,50,54
14-01,考,男性,30,34
14-01,温,男性,50,54
14-01,上,男性,50,54
14-01,周,男性,40,44
14-01,暖,女性,55,59
14-01,満,男性,60,64
14-01,好,男性,50,54
14-01,忙,女性,55,59
14-01,並,男性,35,39
14-01,苦,女性,30,34
14-01,激,男性,45,49
14-01,希,男性,65,69
14-01,乱,女性,55,59
14-01,忙,女性,30,34
14-01,寒,男性,55,59
14-01,学,女性,25,29
14-01,平,男性,60,64
14-01,苦,男性,50,54
14-01,並,男性,45,49
14-01,並,男性,55,59
14-01,忙,女性,40,44
14-01,忙,女性,50,54
14-01,節,男性,65,69
14-01,節,男性,55,59
14-01,寒,男性,35,39
14-01,減,男性,65,69
14-01,温,女性,30,34
14-01,忙,女性,50,54
14-01,2,男性,35,39
14-01,充,女性,45,49
14-01,寒,男性,45,49
14-01,苦,女性,50,54
14-01,並,女性,60,64
14-01,希,男性,55,59
14-01,1,女性,35,39
14-01,冷,男性,50,54
14-01,楽,男性,15,19
14-01,寒,男性,55,59
14-01,静,女性,50,54
14-01,忙,女性,55,59
14-01,内,女性,45,49
14-01,良,男性,45,49
14-01,平,女性,55,59
14-01,忍,女性,50,54
14-01,寒,女性,45,49
14-01,苦,男性,50,54
14-01,控,女性,55,59
14-01,穏,女性,40,44
14-01,暑,男性,30,34
14-01,同,女性,35,39
14-01,貧,女性,40,44
14-01,寒,男性,50,54
14-01,同,女性,55,59
14-01,待,男性,50,54
14-01,並,男性,50,54
14-01,節,男性,35,39
14-01,凡,男性,55,59
14-01,楽,男性,45,49
14-01,忙,男性,50,54
14-01,笑,女性,45,49
14-01,普,女性,55,59
14-01,忙,男性,50,54
14-01,寒,男性,50,54
14-01,忙,女性,45,49
14-01,充,女性,40,44
14-01,努,女性,45,49
14-01,可,男性,45,49
14-01,苦,男性,45,49
14-01,普,女性,25,29
14-01,忙,男性,60,64
14-01,忍,女性,60,64
14-01,省,女性,60,64
14-01,良,男性,70,74
14-01,忙,女性,60,64
14-01,不,男性,45,49
14-01,並,男性,45,49
14-01,耐,男性,50,54
14-01,寒,女性,50,54
14-01,忍,男性,55,59
14-01,心,男性,50,54
14-01,楽,女性,40,44
14-01,康,男性,55,59
14-01,上,女性,85,89
14-01,平,女性,55,59
14-01,平,女性,25,29
14-01,貧,男性,45,49
14-01,並,女性,60,64
14-01,忙,女性,50,54
14-01,高,女性,50,54
14-01,辛,女性,25,29
14-01,忙,女性,70,74
14-01,平,男性,50,54
14-01,痛,女性,75,79
14-01,改,男性,35,39
14-01,少,女性,50,54
14-01,潔,女性,45,49
14-01,寒,男性,35,39
14-01,清,男性,50,54
14-01,寒,男性,35,39
14-01,迫,女性,50,54
14-01,忍,女性,40,44
14-01,寒,女性,40,44
14-01,無,女性,45,49
14-01,増,女性,40,44
14-01,並,女性,40,44
14-01,静,男性,40,44
14-01,平,男性,65,69
14-01,淋,男性,60,64
14-01,忙,男性,50,54
14-01,常,男性,50,54
14-01,得,女性,55,59
14-01,焦,女性,45,49
14-01,寒,女性,45,49
14-01,同,女性,45,49
14-01,耐,女性,55,59
14-01,忙,女性,35,39
14-01,忍,女性,60,64
14-01,暖,女性,50,54
14-01,忍,男性,55,59
14-01,耐,男性,50,54
14-01,悩,女性,40,44
14-01,待,男性,50,54
14-01,食,女性,40,44
14-01,昇,女性,75,79
14-01,冬,女性,30,34
14-01,進,男性,55,59
14-01,忙,女性,35,39
14-01,悲,女性,20,24
14-01,楽,男性,70,74
14-01,静,女性,45,49
14-01,楽,女性,50,54
14-01,増,女性,45,49
14-01,苦,男性,30,34
14-01,寒,男性,30,34
14-01,楽,男性,30,34
14-01,苦,男性,25,29
14-01,寒,男性,45,49
14-01,疲,男性,40,44
14-01,忙,女性,40,44
14-01,良,男性,40,44
14-01,平,女性,50,54
14-01,同,女性,35,39
14-01,痛,男性,50,54
14-01,苦,男性,70,74
14-01,温,男性,45,49
14-01,淋,女性,60,64
14-01,忙,女性,55,59
14-01,凡,女性,45,49
14-01,楽,女性,50,54
14-01,寒,男性,55,59
14-01,穏,女性,30,34
14-01,苦,男性,40,44
14-01,楽,男性,40,44
14-01,横,男性,35,39
14-01,苦,男性,50,54
14-01,寒,男性,30,34
14-01,忙,女性,45,49
14-01,忍,男性,65,69
14-01,素,女性,40,44
14-01,楽,男性,45,49
14-01,荒,女性,40,44
14-01,並,女性,55,59
14-01,食,女性,25,29
14-01,寒,男性,35,39
14-01,静,女性,50,54
14-01,平,女性,45,49
14-01,忙,男性,50,54
14-01,忙,女性,50,54
14-01,寒,男性,45,49
14-01,忙,男性,45,49
14-01,平,女性,45,49
14-01,貧,女性,50,54
14-01,控,女性,30,34
14-01,和,男性,60,64
14-01,急,男性,35,39
14-01,耐,男性,60,64
14-01,活,女性,50,54
14-01,厳,女性,50,54
14-01,忙,女性,45,49
14-01,楽,女性,60,64
14-01,勝,女性,50,54
14-01,同,男性,40,44
14-01,惑,男性,35,39
14-01,普,男性,50,54
14-01,寒,男性,30,34
14-01,両,女性,50,54
14-01,賢,男性,40,44
14-01,忙,女性,40,44
14-01,努,女性,60,64
14-01,動,女性,35,39
14-01,貯,女性,55,59
14-01,作,女性,25,29
14-01,平,男性,35,39
14-01,辛,女性,55,59
14-01,年,男性,60,64
14-01,平,男性,50,54
14-01,活,女性,55,59
14-01,終,男性,45,49
14-01,独,女性,35,39
14-01,忙,女性,45,49
14-01,忙,女性,60,64
14-01,楽,男性,40,44
14-01,良,女性,50,54
14-01,寒,男性,55,59
14-01,悠,女性,60,64
14-01,耐,男性,30,34
14-01,忙,男性,50,54
14-01,寒,女性,45,49
14-01,平,女性,35,39
14-01,同,男性,35,39
14-01,暮,男性,50,54
14-01,同,女性,65,69
14-01,動,男性,50,54
14-01,平,女性,40,44
14-01,忙,女性,25,29
14-01,窮,女性,60,64
14-01,常,女性,55,59
14-01,高,女性,40,44
14-01,苦,男性,30,34
14-01,忙,女性,65,69
14-01,耐,男性,45,49
14-01,低,女性,45,49
14-01,平,女性,50,54
14-01,裕,女性,50,54
14-01,寒,男性,35,39
14-01,悩,男性,65,69
14-01,不,女性,20,24
14-01,控,女性,25,29
14-01,充,女性,45,49
14-01,平,男性,45,49
14-01,雨,女性,55,59
14-01,耐,女性,45,49
14-01,並,女性,60,64
14-01,普,女性,55,59
14-01,平,女性,45,49
14-01,改,男性,50,54
14-01,普,女性,50,54
14-01,並,男性,55,59
14-01,楽,女性,50,54
14-01,忍,男性,45,49
14-01,貯,女性,55,59
14-01,耐,女性,40,44
14-01,忙,男性,35,39
14-01,寒,男性,50,54
14-01,考,男性,65,69
14-01,忙,女性,50,54
14-01,省,女性,40,44
14-01,忙,女性,55,59
14-01,忙,女性,70,74
14-01,金,男性,35,39
14-01,忙,男性,60,64
14-01,悲,男性,60,64
14-01,動,女性,35,39
14-01,常,男性,55,59
14-01,寒,男性,50,54
14-01,忍,男性,70,74
14-01,普,女性,35,39
14-01,楽,男性,65,69
14-01,厳,男性,45,49
14-01,寒,男性,45,49
14-01,常,男性,65,69
14-01,貧,男性,65,69
14-01,普,女性,35,39
14-01,寒,男性,30,34
14-01,普,女性,35,39
14-01,忙,男性,55,59
14-01,使,女性,45,49
14-01,楽,男性,55,59
14-01,普,女性,30,34
14-01,上,女性,30,34
14-01,叶,女性,55,59
14-01,食,女性,25,29
14-01,忍,女性,60,64
14-01,挑,男性,45,49
14-01,普,男性,40,44
14-01,耐,男性,60,64
14-01,望,男性,55,59
14-01,忙,女性,55,59
14-01,安,男性,50,54
14-01,平,女性,45,49
14-01,静,女性,50,54
14-01,寒,男性,30,34
14-01,穏,男性,45,49
14-01,苦,男性,35,39
14-01,忙,女性,55,59
14-01,普,女性,55,59
14-01,貧,男性,50,54
14-01,来,女性,45,49
14-01,普,男性,55,59
14-01,静,男性,50,54
14-01,悲,男性,60,64
14-01,淡,女性,60,64
14-01,金,男性,30,34
14-01,並,女性,45,49
14-01,締,女性,45,49
14-01,忙,女性,35,39
14-01,忙,女性,45,49
14-01,鬱,男性,70,74
14-01,厳,男性,30,34
14-01,非,女性,55,59
14-01,和,男性,45,49
14-01,疲,男性,50,54
14-01,苦,男性,45,49
14-01,普,男性,35,39
14-01,走,男性,50,54
14-01,普,女性,45,49
14-01,苦,男性,35,39
14-01,忙,女性,45,49
14-01,忍,女性,45,49
14-01,閑,女性,35,39
14-01,内,女性,45,49
14-01,忙,男性,40,44
14-01,耐,男性,65,69
14-01,耐,女性,55,59
14-01,普,女性,45,49
14-01,忙,女性,55,59
14-01,静,女性,35,39
14-01,同,男性,50,54
14-01,疲,女性,45,49
14-01,憂,男性,70,74
14-01,酒,女性,30,34
14-01,常,女性,25,29
14-01,涙,男性,50,54
14-01,暗,男性,45,49
14-01,寒,男性,45,49
14-01,忙,男性,40,44
14-01,弱,男性,60,64
14-01,同,女性,40,44
14-01,平,男性,40,44
14-01,忙,女性,55,59
14-01,忙,女性,45,49
14-01,汗,女性,30,34
14-01,厳,女性,65,69
14-01,節,男性,45,49
14-01,明,男性,45,49
14-01,脱,女性,40,44
14-01,中,女性,55,59
14-01,寒,女性,70,74
14-01,慎,女性,35,39
14-01,充,女性,45,49
14-01,並,男性,55,59
14-01,忙,女性,40,44
14-01,並,女性,40,44
14-01,忙,男性,45,49
14-01,同,女性,45,49
14-01,忙,女性,25,29
14-01,走,女性,25,29
14-01,忙,女性,55,59
14-01,不,男性,45,49
14-01,笑,男性,65,69
14-01,転,男性,50,54
14-01,浮,男性,50,54
14-01,緩,女性,25,29
14-01,忙,女性,40,44
14-01,寒,女性,35,39
14-01,平,女性,40,44
14-01,楽,女性,35,39
14-01,寒,男性,75,79
14-01,楽,男性,65,69
14-01,普,女性,50,54
14-01,貧,男性,65,69
14-01,常,男性,75,79
14-01,並,男性,50,54
14-01,耐,男性,40,44
14-01,貧,女性,55,59
14-01,普,女性,45,49
14-01,増,女性,40,44
14-01,締,男性,50,54
14-01,疎,男性,50,54
14-01,楽,女性,65,69
14-01,普,女性,40,44
14-01,穏,女性,50,54
14-01,厳,女性,40,44
14-01,低,女性,45,49
14-01,楽,女性,40,44
14-01,並,女性,50,54
14-01,上,女性,45,49
14-01,節,女性,25,29
14-01,同,女性,45,49
14-01,忙,女性,35,39
14-01,普,男性,50,54
14-01,厳,女性,45,49
14-01,並,女性,40,44
14-01,貧,男性,30,34
14-01,楽,女性,70,74
14-01,考,女性,45,49
14-01,同,男性,50,54
14-01,節,男性,60,64
14-01,余,女性,65,69
14-01,普,男性,55,59
14-01,動,男性,45,49
14-01,静,男性,60,64
14-01,忙,女性,45,49
14-01,同,男性,50,54
14-01,明,女性,50,54
14-01,普,女性,50,54
14-01,普,男性,45,49
14-01,考,女性,35,39
14-01,静,女性,35,39
14-01,楽,男性,35,39
14-01,穏,男性,50,54
14-01,常,男性,50,54
14-01,充,男性,50,54
14-01,苦,女性,50,54
14-01,穏,男性,50,54
14-01,良,女性,60,64
14-01,忍,男性,55,59
14-01,楽,男性,35,39
14-01,忙,女性,50,54
14-01,満,男性,40,44
14-01,普,女性,40,44
14-01,難,男性,60,64
14-01,忙,男性,45,49
14-01,守,男性,40,44
14-01,動,女性,55,59
14-01,平,男性,50,54
14-01,忙,男性,55,59
14-01,耐,女性,50,54
14-01,明,女性,45,49
14-01,怠,男性,50,54
14-01,疲,男性,35,39
14-01,厳,男性,50,54
14-01,平,女性,65,69
14-01,平,女性,50,54
14-01,同,女性,40,44
14-01,節,女性,40,44
14-01,忙,女性,60,64
14-01,寒,女性,50,54
14-01,忍,男性,50,54
14-01,楽,女性,50,54
14-01,悩,男性,35,39
14-01,楽,男性,55,59
14-01,酒,男性,50,54
14-01,貧,男性,35,39
14-01,節,男性,45,49
14-01,留,男性,55,59
14-01,忙,女性,50,54
14-01,勤,男性,65,69
14-01,忙,女性,50,54
14-01,無,男性,40,44
14-01,続,女性,40,44
14-01,寒,男性,60,64
14-01,並,女性,50,54
14-01,寒,女性,60,64
14-01,楽,女性,50,54
14-01,常,女性,55,59
14-01,平,女性,50,54
14-01,普,男性,55,59
14-01,普,女性,55,59
14-01,疲,男性,45,49
14-01,耐,男性,50,54
14-01,余,女性,50,54
14-01,楽,男性,55,59
14-01,忙,男性,65,69
14-01,忙,女性,35,39
14-01,平,男性,50,54
14-01,詰,女性,20,24
14-01,普,男性,55,59
14-01,平,女性,55,59
14-01,実,女性,45,49
14-01,勢,女性,30,34
14-01,暖,女性,45,49
14-01,同,男性,65,69
14-01,同,女性,60,64
14-01,歩,女性,65,69
14-01,減,女性,30,34
14-01,素,女性,70,74
14-01,耐,男性,50,54
14-01,慌,女性,50,54
14-01,普,女性,40,44
14-01,楽,男性,40,44
14-01,調,女性,35,39
14-01,昇,男性,45,49
14-01,安,女性,25,29
14-01,平,男性,35,39
14-01,平,男性,50,54
14-01,寒,女性,40,44
14-01,忙,女性,55,59
14-01,羽,男性,40,44
14-01,忍,女性,50,54
14-01,痛,女性,60,64
14-01,変,女性,55,59
14-01,良,女性,45,49
14-01,結,女性,40,44
14-01,寒,女性,70,74
14-01,旅,女性,40,44
14-01,無,女性,45,49
14-01,習,女性,40,44
14-01,耐,男性,30,34
14-01,耐,女性,40,44
14-01,未,男性,60,64
14-01,忍,女性,75,79
14-01,低,女性,40,44
14-01,忙,女性,55,59
14-01,普,男性,40,44
14-01,穏,女性,45,49
14-01,寒,女性,60,64
14-01,明,女性,65,69
14-01,穏,女性,65,69
14-01,望,男性,30,34
14-01,忙,女性,65,69
14-01,上,男性,40,44
14-01,平,女性,50,54
14-01,乱,男性,35,39
14-01,静,女性,65,69
14-01,控,女性,45,49
14-01,怒,男性,60,64
14-01,凪,女性,60,64
14-01,病,女性,50,54
14-01,悠,男性,60,64
14-01,楽,女性,40,44
14-01,普,男性,45,49
14-01,並,男性,60,64
14-01,寒,男性,40,44
14-01,省,女性,50,54
14-01,労,女性,45,49
14-01,窮,女性,55,59
14-01,浮,女性,40,44
